id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
43,2023,30043,亳州,亳州市谯城区乡镇机关,综合管理,本科,中国语言文学类、新闻传播学类、法学类,5.0,83.0,65.75,72.0
44,2023,30044,亳州,亳州市谯城区乡镇机关,综合管理,本科,经济学类、金融学类、经济与贸易类、统计学类,5.0,102.0,68.4,73.95
45,2023,30045,亳州,亳州市谯城区乡镇机关,综合管理,本科,农业工程类、农业经济管理类、植物生产类,5.0,21.0,62.45,71.35
46,2023,30046,亳州,亳州市谯城区街道办事处,综合管理,本科,计算机类、电子信息类、中国语言文学类,3.0,152.0,69.2,73.35
47,2023,30047,亳州,亳州市谯城区乡镇机关,综合管理,本科,不限,1.0,90.0,71.65,73.05
48,2023,30048,亳州,谯城区乡镇机关,综合管理,本科,不限,1.0,6.0,61.05,62.65
49,2023,30049,亳州,涡阳县人大常委会机关,机关综合,本科,中国语言文学类、经济学类、法学类,1.0,21.0,71.55,77.25
50,2023,30050,亳州,中共涡阳县纪委监委机关,纪检监察,本科,法学类,1.0,8.0,62.9,65.08
51,2023,30051,亳州,中共涡阳县纪委监委机关,纪检监察,本科,法学类,2.0,18.0,62.21,68.85
52,2023,30052,亳州,中共涡阳县纪委监委机关,纪检监察,本科,法学类,2.0,14.0,61.27,73.89
53,2023,30053,亳州,涡阳县人民法院,法官助理,本科,法学类（不含特设专业）,2.0,4.0,63.05,68.5
54,2023,30054,亳州,涡阳县人民法院,司法行政人员,本科,图书情报与档案管理类,1.0,8.0,65.0,72.6
55,2023,30055,亳州,涡阳县人民法院,司法行政人员,本科,不限,1.0,1.0,51.86,60.65
56,2023,30056,亳州,涡阳县人民检察院,检察官助理,本科,法学类（不含特设专业）,3.0,12.0,69.0,77.75
57,2023,30057,亳州,涡阳县人民检察院,检察官助理,本科,法学类（不含特设专业）,1.0,13.0,68.65,68.65
58,2023,30058,亳州,涡阳县人民检察院,司法行政,本科,不限,1.0,11.0,65.7,75.05
59,2023,30059,亳州,涡阳县人民政府办公室,综合文字,本科,法学类（不含特设专业）、经济学类、汉语言文学专业、秘书学专业、新闻学专业、行政管理专业,1.0,15.0,67.65,70.35
60,2023,30060,亳州,涡阳县经济和信息化局,工业经济管理,本科,经济学门类,1.0,35.0,72.15,76.3
61,2023,30061,亳州,涡阳县司法局,司法行政,本科,法学类（不含特设专业）,2.0,14.0,62.12,68.53
62,2023,30062,亳州,涡阳县街道机关,人武专干,专科,不限,1.0,13.0,55.61,61.98
63,2023,30063,亳州,涡阳县乡镇机关,人武专干,专科,不限,1.0,8.0,60.92,65.93
64,2023,30064,亳州,涡阳县街道机关,综合管理,本科,公共管理类,1.0,12.0,66.55,68.55
65,2023,30065,亳州,涡阳县街道机关,综合管理,本科,农学门类,1.0,17.0,66.7,72.75
66,2023,30066,亳州,涡阳县乡镇机关,综合管理,本科,不限,8.0,65.0,63.1,72.9
67,2023,30067,亳州,涡阳县乡镇机关,综合管理,专科,不限,4.0,378.0,70.15,75.15
68,2023,30068,亳州,涡阳县乡镇机关,综合管理,本科,不限,2.0,69.0,68.0,71.85
69,2023,30069,亳州,涡阳县乡镇机关,综合管理,本科,不限,2.0,91.0,69.7,74.25
70,2023,30070,亳州,中共蒙城县委办公室,机关综合,本科,工学门类、农学门类、法学门类、经济学门类、管理学门类、中国语言文学类,1.0,90.0,72.25,73.15
71,2023,30071,亳州,蒙城县人大常委会机关,机关综合,本科,中国语言文学类,1.0,16.0,69.5,71.45
72,2023,30072,亳州,中共蒙城县纪委监委机关,纪检监察,本科,法学专业、侦查学专业、经济犯罪侦查专业、技术侦查学专业,6.0,52.0,65.75,73.2
73,2023,30073,亳州,蒙城县人民法院,法官助理,本科,法学类（不含特设专业）,4.0,9.0,63.85,77.3
74,2023,30074,亳州,蒙城县人民法院,司法行政人员,本科,不限,1.0,10.0,61.1,64.3
75,2023,30075,亳州,蒙城县人民法院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业、财务会计教育专业,1.0,37.0,64.86,66.86
76,2023,30076,亳州,蒙城县人民法院,司法警察,专科,刑事执行专业、刑事侦查技术专业、罪犯心理测量与矫正技术专业、行政执行专业、戒毒矫治技术专业、司法信息安全专业、司法警务专业,1.0,23.0,64.8,66.35
77,2023,30077,亳州,蒙城县人民检察院,检察官助理,本科,法学类（不含特设专业）,1.0,8.0,70.15,73.65
78,2023,30078,亳州,蒙城县人民检察院,司法行政,本科,马克思主义理论类、中国语言文学类,1.0,17.0,67.65,69.45
79,2023,30079,亳州,蒙城县人民政府办公室,机关综合,本科,不限,1.0,47.0,72.5,74.5
80,2023,30080,亳州,蒙城县人民政府办公室,机关综合,本科,不限,1.0,5.0,65.95,73.9
81,2023,30081,亳州,蒙城县经济和信息化局,经济管理,本科,经济学类,1.0,31.0,69.25,71.65
82,2023,30082,亳州,蒙城县财政局,财政管理,本科,财政学类,1.0,21.0,68.4,76.6
83,2023,30083,亳州,蒙城县自然资源和规划局,机关综合,本科,不限,1.0,70.0,72.65,77.55
84,2023,30084,亳州,蒙城县农业农村局,政策法规宣传,本科,法学类（不含特设专业）,1.0,14.0,64.85,66.0
85,2023,30085,亳州,蒙城县农业农村局,农业经济管理,本科,农业经济管理类,1.0,10.0,66.35,78.8
86,2023,30086,亳州,蒙城县卫生健康委员会,卫生事务管理,本科,预防医学专业、妇幼保健医学专业、卫生监督专业、全球健康学专业,1.0,14.0,65.75,68.65
87,2023,30087,亳州,蒙城县应急管理局,法务管理,本科,法学类（不含特设专业）,1.0,5.0,62.39,68.84
88,2023,30088,亳州,蒙城县市场监督管理局,市场综合管理,本科,食品科学与工程类、药学专业、机械设计制造及其自动化专业、能源与动力工程专业,1.0,42.0,70.6,71.6
89,2023,30089,亳州,蒙城县市场监督管理局,市场监管,本科,法学类（不含特设专业）,1.0,42.0,65.3,66.45
90,2023,30090,亳州,蒙城县市场监督管理局,市场综合管理,本科,不限,2.0,137.0,72.8,74.6
91,2023,30091,亳州,蒙城县市场监督管理局,市场综合管理,本科,不限,3.0,178.0,70.1,74.15
92,2023,30092,亳州,蒙城县市场监督管理局,市场综合管理,本科,不限,1.0,10.0,65.7,71.85
93,2023,30093,亳州,蒙城县医疗保障局,政策法规宣传,本科,法学类（不含特设专业）,1.0,11.0,69.65,72.7
94,2023,30094,亳州,蒙城县公安局,人民警察,专科,不限,1.0,36.0,63.83,64.32
95,2023,30095,亳州,蒙城县机关事务管理中心,公务车辆管理,本科,车辆工程专业、汽车服务工程专业、汽车维修工程教育专业、新能源汽车工程专业,1.0,34.0,67.4,68.35
96,2023,30096,亳州,蒙城县机关事务管理中心,后勤服务,本科,旅游管理类,1.0,35.0,70.05,72.75
97,2023,30097,亳州,蒙城县应急管理局县救灾减灾中心,应急综合管理,本科,计算机科学与技术专业、软件工程专业、网络工程专业、电子与计算机工程专业,1.0,23.0,63.04,65.64
98,2023,30098,亳州,蒙城县财政局县非税收入征收管理服务中心,非税业务管理,本科,会计学专业、财务管理专业、审计学专业、人力资源管理专业,1.0,52.0,72.55,80.6
99,2023,30099,亳州,蒙城县农业农村局县农业机械事业发展中心,机关综合,本科,中国语言文学类、新闻学专业,1.0,13.0,69.65,74.45
100,2023,30100,亳州,蒙城县文化旅游体育局县文化事业发展中心,体育事业管理,本科,社会体育指导与管理专业、休闲体育专业、体育旅游专业、智能体育工程专业,1.0,29.0,64.05,70.15
101,2023,30101,亳州,蒙城县文化旅游体育局县文化事业发展中心,机关综合,本科,不限,2.0,17.0,62.8,71.25
102,2023,30102,亳州,蒙城县街道办事处,综合管理,本科,中国语言文学类,2.0,15.0,67.35,70.85
103,2023,30103,亳州,蒙城县街道办事处,综合管理,本科,农业经济管理类,1.0,5.0,61.65,64.75
104,2023,30104,亳州,蒙城县街道办事处,综合管理,本科,不限,2.0,8.0,67.0,74.2
105,2023,30105,亳州,蒙城县街道办事处,经济管理,本科,经济学门类、统计学专业、法学类（不含特设专业）,1.0,21.0,70.65,75.5
106,2023,30106,亳州,蒙城县乡镇机关,综合管理,本科,不限,4.0,20.0,63.65,72.35
107,2023,30107,亳州,蒙城县乡镇机关,综合管理,专科,不限,4.0,300.0,68.2,76.2
108,2023,30108,亳州,蒙城县乡镇机关,综合管理,本科,不限,4.0,215.0,70.4,75.9
109,2023,30109,亳州,蒙城县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,26.0,58.35,66.93
110,2023,30110,亳州,中共利辛县委办公室,机关综合,本科,汉语言文学类、公共管理类,1.0,18.0,71.1,73.05
111,2023,30111,亳州,中共利辛县纪委监委机关,纪检监察,本科,不限,1.0,15.0,61.9,67.25
112,2023,30112,亳州,中共利辛县纪委监委机关,纪检监察,本科,法学类（不含特设专业）,2.0,27.0,64.0,73.9
113,2023,30113,亳州,中共利辛县委巡察工作领导小组办公室,巡视巡察,本科,法学类（不含特设专业）、公共管理类,1.0,18.0,69.75,72.35
114,2023,30114,亳州,利辛县人民法院,法官助理,本科,法学类（不含特设专业）,4.0,5.0,58.6,73.55
115,2023,30115,亳州,利辛县人民法院,综合业务,本科,法学类（不含特设专业）,1.0,6.0,62.41,65.83
116,2023,30116,亳州,利辛县人民法院,司法行政人员,本科,不限,1.0,10.0,63.7,72.4
117,2023,30117,亳州,利辛县人民法院,司法警察,专科,刑事执行专业、刑事侦查技术专业、罪犯心理测量与矫正技术专业、行政执行专业、戒毒矫治技术专业、司法信息安全专业、司法警务专业,1.0,13.0,65.25,68.7
118,2023,30118,亳州,利辛县人民检察院,检察官助理,本科,法学类（不含特设专业）,2.0,7.0,64.1,71.65
119,2023,30119,亳州,利辛县人民检察院,检察官助理,本科,法学类（不含特设专业）,2.0,8.0,61.45,69.65
120,2023,30120,亳州,利辛县司法局,司法行政,本科,法学类（不含特设专业）,2.0,39.0,63.16,67.97
121,2023,30121,亳州,利辛县司法局,司法行政,本科,法学类（不含特设专业）,2.0,5.0,59.55,67.3
122,2023,30122,亳州,利辛县司法局,司法行政,本科,法学类（不含特设专业）,2.0,12.0,63.44,65.87
123,2023,30123,亳州,利辛县司法局,信息管理,本科,计算机类、电子信息类,1.0,43.0,67.7,72.51
124,2023,30124,亳州,利辛县司法局,机关综合,本科,不限,2.0,16.0,68.75,73.35
125,2023,30125,亳州,利辛县公安局,法医★,本科,法医学类、临床医学专业,1.0,11.0,65.24,70.07
126,2023,30126,亳州,利辛县公安局,网络安全管理★,本科,网络空间安全专业、网络工程专业、软件工程专业、电子与计算机工程专业、信息工程专业,1.0,6.0,67.24,72.24
127,2023,30127,亳州,利辛县公安局,人民警察,本科,不限,3.0,61.0,65.77,75.08
128,2023,30128,亳州,利辛县公安局,人民警察,专科,不限,1.0,36.0,58.7,62.5
129,2023,30129,亳州,利辛县发展和改革委员会,经济管理,本科,经济学类,1.0,21.0,68.9,78.9
130,2023,30130,亳州,利辛县发展和改革委员会,经济管理,本科,不限,1.0,15.0,64.95,70.25
131,2023,30131,亳州,利辛县审计局,审计综合管理,本科,会计学专业、财务管理专业、审计学专业、财政学专业,2.0,95.0,70.5,78.35
132,2023,30132,亳州,利辛县市场监督管理局,市场监管,本科,食品科学与工程类,4.0,52.0,68.05,72.5
133,2023,30133,亳州,利辛县市场监督管理局,市场监管,本科,药学类、中药学类,3.0,45.0,65.4,73.1
134,2023,30134,亳州,利辛县市场监督管理局,市场监管,本科,机械类、电气类、材料类,3.0,123.0,70.15,73.35
135,2023,30135,亳州,利辛县市场监督管理局,市场监管,本科,不限,2.0,15.0,65.45,69.0
136,2023,30136,亳州,利辛县文化旅游体育局,行政管理,本科,管理学门类、汉语言文学专业、新闻学专业,1.0,75.0,70.35,74.2
137,2023,30137,亳州,利辛县数据资源管理局,信息系统管理,本科,计算机类,1.0,34.0,68.61,74.17
138,2023,30138,亳州,利辛县乡镇机关,村镇建设管理,专科,不限,6.0,86.0,62.5,70.6
139,2023,30139,亳州,利辛县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,2.0,47.0,57.93,65.08
140,2023,30140,亳州,利辛县乡镇机关,村镇建设管理,专科,不限,8.0,590.0,69.7,76.95
141,2023,30141,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,5.0,99.0,68.55,75.35
142,2023,30142,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,5.0,92.0,66.55,72.75
143,2023,30143,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,6.0,104.0,67.95,75.15
144,2023,30144,亳州,利辛县乡镇机关,村镇建设管理,本科,不限,6.0,111.0,66.9,73.2
145,2023,30145,亳州,谯城区乡镇机关,综合管理,高中（中专）,不限,2.0,0.0,,
146,2023,30146,亳州,蒙城县乡镇机关,综合管理,高中（中专）,不限,1.0,0.0,,
147,2023,90001,六安,中共六安市纪律检查委员会六安市监察委员会机关,执纪监督审查调查,本科,法学专业、法律专业、审计学专业、侦查学专业、经济犯罪侦查专业（具有法律职业资格证书A类的专业不限）,1.0,11.0,68.1,70.2
148,2023,90002,六安,中共六安市纪律检查委员会六安市监察委员会派驻（出）机构,执纪监督审查调查,本科,法学专业、法律专业、审计学专业、侦查学专业、经济犯罪侦查专业（具有法律职业资格证书A类的专业不限）,2.0,22.0,69.45,75.9
149,2023,90003,六安,六安市政协办公室,机关文秘,本科,哲学门类、文学门类、历史学门类、管理学门类、经济学门类、工学门类,1.0,278.0,75.05,76.45
150,2023,90004,六安,中国农工民主党六安市委员会,机关文秘,本科,不限,1.0,240.0,76.55,77.6
151,2023,90005,六安,六安老年大学办公室,教务管理,本科,广播电视编导专业、舞蹈编导专业、戏剧影视文学专业,1.0,84.0,70.0,70.6
152,2023,90006,六安,六安老年大学办公室,教务管理,本科,戏剧学专业、戏剧影视导演专业、戏剧教育专业,1.0,19.0,68.7,71.9
153,2023,90007,六安,六安老年大学办公室,设备、财务管理,本科,自动化类、财务管理专业,1.0,88.0,73.05,76.3
154,2023,90008,六安,六安市霍邱县生态环境分局,环境管理,本科,环境科学与工程类,1.0,58.0,71.15,72.95
155,2023,90009,六安,六安市金安区生态环境分局,环境管理,本科,能源与环境系统工程专业、新能源科学与工程专业、储能科学与工程专业、化学专业,1.0,50.0,70.75,71.95
156,2023,90010,六安,六安市统计局,统计调查,研究生,经济学门类,1.0,42.0,73.1,75.85
157,2023,90011,六安,六安市供销合作社联合社,组织人事,本科,不限,1.0,39.0,71.15,74.15
158,2023,90012,六安,六安市红十字会,机关文秘,本科,中国语言文学类、新闻传播学类,1.0,91.0,73.3,73.75
159,2023,90013,六安,六安市发展和改革委员会（市粮食和物资储备局）市价格认证中心,价格认证,本科,财务管理专业、会计学专业、会计专业、审计学专业,1.0,83.0,73.7,74.15
160,2023,90014,六安,六安市住房和城乡建设局市城市建设服务中心,城建管理,本科,土木工程专业、城乡规划专业、建筑学专业,1.0,103.0,74.35,80.9
161,2023,90015,六安,六安市农业农村局市农业综合开发中心,工程管理,本科,水利水电工程专业、农业水利工程专业、农业工程专业,1.0,18.0,68.0,71.35
162,2023,90016,六安,六安市统计局市统计调查队,统计调查,研究生,经济学门类,1.0,36.0,71.55,73.05
163,2023,90017,六安,六安市医疗保障局市医疗保障基金管理中心,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,38.0,72.12,72.8
164,2023,90018,六安,中共六安市金安区委党史和地方志研究室（区档案馆）,史志编研与档案管理,本科,计算机类、历史学专业、档案学专业、图书馆学专业,1.0,45.0,70.3,76.3
165,2023,90019,六安,中共六安市金安区委组织部区党员电化教育中心,党员电化教育,本科,中国语言文学类、行政管理专业,1.0,32.0,73.35,75.25
166,2023,90020,六安,中共六安市金安区委宣传部区文明建设指导中心,文字宣传,本科,新闻传播学类、中国语言文学类,1.0,27.0,72.05,76.35
167,2023,90021,六安,金安区供销合作社联合社,农村经济管理,本科,经济学门类,1.0,95.0,72.35,80.25
168,2023,90022,六安,金安区财政局区非税收入征收管理中心,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业,1.0,92.0,74.4,75.7
169,2023,90023,六安,金安区财政局区农村财政管理中心,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、会计专业,1.0,40.0,69.47,76.51
170,2023,90024,六安,金安区水利局区水土保持中心,水利建设管理,本科,水利类、农业水利工程专业,1.0,21.0,67.8,68.5
171,2023,90025,六安,金安区卫生健康委员会区老龄事业发展中心,老龄服务,本科,公共卫生与预防医学类,1.0,20.0,68.05,74.25
172,2023,90026,六安,金安区审计局区经济责任审计中心,审计,本科,审计学专业、会计学专业、会计专业、财务管理专业,1.0,82.0,71.75,72.8
173,2023,90027,六安,裕安区司法局,司法行政,本科,法学类,1.0,22.0,61.08,69.23
174,2023,90028,六安,裕安区司法局,司法行政,本科,法学类,2.0,8.0,61.6,68.2
175,2023,90029,六安,裕安区司法局,司法行政,本科,不限,2.0,30.0,65.2,68.35
176,2023,90030,六安,裕安区司法局,司法行政,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,30.0,67.6,70.4
177,2023,90031,六安,中共六安市叶集区委组织部区党员电化教育中心,机关文秘,本科,不限,1.0,5.0,69.9,72.45
178,2023,90032,六安,中共六安市叶集区委组织部区党员电化教育中心,机关文秘,本科,文学门类、理学门类、工学门类,1.0,46.0,72.0,75.35
179,2023,90033,六安,叶集区市场监管局,市场监管,本科,不限,1.0,58.0,67.3,68.7
180,2023,90034,六安,叶集区市场监管局,市场监管,本科,不限,1.0,90.0,71.6,73.7
181,2023,90035,六安,叶集区司法局,司法行政,本科,法学类,2.0,6.0,63.1,68.4
182,2023,90036,六安,叶集区司法局,司法行政,本科,法学类,1.0,12.0,64.18,67.24
183,2023,90037,六安,中共霍邱县委组织部,机关文秘,本科,文学门类,1.0,21.0,68.8,73.0
184,2023,90038,六安,中共霍邱县委宣传部,机关文秘,本科,中国语言文学类、新闻传播学类、思想政治教育专业,1.0,27.0,71.4,74.3
185,2023,90039,六安,中共霍邱县委统一战线工作部,机关文秘,本科,不限,1.0,80.0,70.95,73.8
186,2023,90040,六安,中共霍邱县委机构编制委员会办公室,机构编制管理,本科,不限,1.0,24.0,69.0,71.6
187,2023,90041,六安,中共霍邱县委组织部县党员电化教育中心,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,8.0,64.04,66.59
188,2023,90042,六安,霍邱县人民政府办公室,机关文秘,本科,中国语言文学类,1.0,7.0,62.75,67.2
189,2023,90043,六安,霍邱县人民政府办公室,政策法规,本科,法学类,1.0,4.0,65.72,72.36
190,2023,90044,六安,霍邱县教育局,教育管理,本科,管理科学专业、信息管理与信息系统专业、行政管理专业,1.0,52.0,72.55,74.7
191,2023,90045,六安,霍邱县科学技术局,机关文秘,本科,中国语言文学类、外国语言文学类,1.0,40.0,70.3,73.65
192,2023,90046,六安,霍邱县经济和信息化局,经济管理,本科,经济学类,1.0,33.0,69.05,72.0
193,2023,90047,六安,霍邱县财政局,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,21.0,64.51,67.64
194,2023,90048,六安,霍邱县司法局,行政复议,本科,法学类,2.0,6.0,63.8,71.0
195,2023,90049,六安,霍邱县司法局,机关文秘,本科,中国语言文学类,1.0,9.0,68.95,70.95
196,2023,90050,六安,霍邱县司法局,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业,1.0,26.0,60.32,65.65
197,2023,90051,六安,霍邱县人力资源和社会保障局,机关文秘,本科,中国语言文学类,1.0,15.0,68.35,72.05
198,2023,90052,六安,霍邱县住房和城乡建设局,机关文秘,本科,中国语言文学类,1.0,8.0,65.8,71.25
199,2023,90053,六安,霍邱县交通运输局,机关文秘,本科,中国语言文学类、新闻传播学类、思想政治教育专业、政治学与行政学专业,1.0,17.0,73.3,74.95
200,2023,90054,六安,霍邱县农业农村局,机关文秘,本科,中国语言文学类,1.0,5.0,71.65,72.75
201,2023,90055,六安,霍邱县水利局,组织人事,本科,中国语言文学类,1.0,17.0,67.05,70.75
202,2023,90056,六安,霍邱县文化旅游体育局,机关文秘,本科,文学门类,1.0,36.0,72.0,75.6
203,2023,90057,六安,霍邱县卫生健康委员会,卫生健康管理,本科,公共事业管理专业、健康服务与管理专业、养老服务管理专业,1.0,27.0,69.8,74.7
204,2023,90058,六安,霍邱县卫生健康委员会,医政医管,本科,临床医学类,1.0,18.0,67.15,68.7
205,2023,90059,六安,霍邱县审计局,审计,本科,审计学专业、会计学专业、会计专业、财务管理专业,1.0,48.0,70.4,73.45
206,2023,90060,六安,霍邱县市场监督管理局,市场监管,本科,法学类,1.0,5.0,60.66,62.28
207,2023,90061,六安,霍邱县市场监督管理局,市场监管,本科,中国语言文学类,1.0,13.0,64.65,65.7
208,2023,90062,六安,霍邱县市场监督管理局,市场监管,本科,法学类,1.0,14.0,63.26,68.58
209,2023,90063,六安,霍邱县市场监督管理局,市场监管,本科,法学类,1.0,11.0,59.04,68.48
210,2023,90064,六安,霍邱县市场监督管理局,市场监管,本科,药学类,1.0,13.0,67.7,68.7
211,2023,90065,六安,霍邱县市场监督管理局,市场监管,本科,机械类,1.0,39.0,69.9,72.65
212,2023,90066,六安,霍邱县市场监督管理局,市场监管,本科,食品科学与工程专业、食品质量与安全专业、食品安全与检测专业,1.0,21.0,68.5,71.05
213,2023,90067,六安,霍邱县市场监督管理局,市场监管,本科,不限,2.0,130.0,67.7,78.05
214,2023,90068,六安,霍邱县市场监督管理局,市场监管,本科,不限,1.0,19.0,57.4,68.8
215,2023,90069,六安,霍邱县医疗保障局,医保基金监管,本科,法学专业、法律专业、医疗保险专业、保险学专业,1.0,16.0,69.05,70.8
216,2023,90070,六安,霍邱经济开发区管委会,机关文秘,本科,不限,1.0,62.0,71.4,73.2
217,2023,90071,六安,霍邱县供销合作社联合社,财务管理,本科,会计学专业、会计专业、财务管理专业、审计学专业、金融学专业,1.0,16.0,67.84,69.76
218,2023,90072,六安,中共舒城县纪律检查委员会舒城县监察委员会机关,纪检监察,本科,经济学类、金融学类、政治学类、中国语言文学类,1.0,48.0,74.8,75.45
219,2023,90073,六安,中共舒城县纪律检查委员会舒城县监察委员会机关,纪检监察,本科,法学类（不含特设专业）,1.0,8.0,62.6,68.45
